MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
885,Estados Unidos,Probablemente sí,Estados Unidos,Un jugador famoso,Sorteo de camisetas,Sí,Sí
886,Irak,Probablemente no,Alemania,Una selección nacional,Sorteo de balones,Sí,Sí
887,Brasil,Probablemente no,Portugal,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
888,Argentina,Definitivamente no,México,Humor,Descuento directo,No,Sí
889,México,Probablemente sí,México,Un jugador famoso,2x1,Sí,No
890,Francia,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
891,Brasil,Definitivamente sí,México,Humor,Sorteo de camisetas,No,No
892,Alemania,Probablemente sí,Francia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
893,Inglaterra,Definitivamente sí, INGLATERRA ,Una selección nacional,Producto gratis,Sí,No
894,Ghana,Tal vez,Colombia,Un jugador famoso,Descuento directo,Sí,No
895,Portugal,Probablemente no,Brasil,Premios y sorteos,Producto gratis,Sí,Sí
896,Portugal,Definitivamente sí,México,Una selección nacional,Tarjetas coleccionables,No,Sí
897,Argentina,Tal vez,Inglaterra,Un jugador famoso,Tarjetas coleccionables,Sí,No
898,Argentina,Tal vez,Portugal,Premios y sorteos,Sorteo de camisetas,Sí,No
899,Canadá,Probablemente sí,Francia,Una selección nacional,Sorteo de camisetas,Sí,No
900,Argentina,Definitivamente sí,Inglaterra,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
901,Uruguay,Definitivamente sí,Cabo Verde,Un jugador famoso,Sorteo de balones,Sí,No
902,Francia,Definitivamente no,Inglaterra,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
903,Inglaterra,Tal vez,Portugal,Un jugador famoso,2x1,No,Sí
904,Portugal,Probablemente sí,Argentina,Una selección nacional,2x1,No,No
905,Estados Unidos,Probablemente sí,Argentina,Premios y sorteos,Producto gratis,Sí,No
906,Argentina,Probablemente sí,Argentina,Premios y sorteos,2x1,Sí,Sí
907,Portugal,Probablemente sí, FRANCIA ,Premios y sorteos,2x1,Sí,Sí
908,Francia,Probablemente sí,México,Un jugador famoso,2x1,No,No
909,Bosnia y Herzegovina,Probablemente sí,Bosnia y Herzegovina,Un jugador famoso,2x1,Sí,Sí
910,España,Probablemente sí,Francia,Un jugador famoso,Sorteo de camisetas,Sí,No
911,Portugal,Tal vez,Croacia,Un jugador famoso,Descuento directo,Sí,No
912,Egipto,Tal vez,Argentina,Premios y sorteos,Tarjetas coleccionables,No,No
913,España,Probablemente sí,Austria,Un jugador famoso,Tarjetas coleccionables,No,Sí
914,Uruguay,Tal vez,Argentina,Historias de aficionados,Descuento directo,Sí,No
915,México,Tal vez,Brasil,Historias de aficionados,Sorteo de viajes,No,Sí
916,Canadá,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de viajes,Sí,No
917,España,Definitivamente sí,México,Premios y sorteos,Sorteo de viajes,Sí,Sí
918,Portugal,Probablemente sí,Inglaterra,Un jugador famoso,Producto gratis,Sí,Sí
919,Brasil,Definitivamente sí,Francia,Una selección nacional,2x1,Sí,Sí
920,Costa de Marfil,Definitivamente sí,México,Un jugador famoso,2x1,No,Sí
921,Argentina,Probablemente sí,Argentina,Historias de aficionados,Sorteo de balones,Sí,Sí
922,Portugal,Definitivamente sí,Argelia,Un jugador famoso,Sorteo de camisetas,Sí,Sí
923,Portugal,Definitivamente sí,Brasil,Una selección nacional,Sorteo de camisetas,Sí,No
924,Brasil,Tal vez,México,Premios y sorteos,Sorteo de viajes,Sí,Sí
925,Argentina,Tal vez,Inglaterra,Un jugador famoso,Producto gratis,No,Sí
926,Francia,Definitivamente sí,Francia,Una selección nacional,Sorteo de viajes,Sí,Sí
927,Francia,Probablemente sí,Estados Unidos,Humor,2x1,Sí,Sí
928,Arabia Saudita,Probablemente sí,Portugal,Un jugador famoso,Sorteo de viajes,Sí,No
929,Argentina,Tal vez,Argentina,Un jugador famoso,2x1,Sí,Sí
930,México,Definitivamente sí,Cabo Verde,Humor,2x1,Sí,Sí
931,Argentina,Probablemente sí,Uruguay,Premios y sorteos,Sorteo de camisetas,No,No
932,Argentina,Tal vez,Brasil,Humor,2x1,Sí,Sí
933,Argentina,Probablemente sí,Inglaterra,Un jugador famoso,Descuento directo,No,No
934,Argentina,Probablemente sí,Brasil,Una selección nacional,2x1,Sí,Sí
935,España,Probablemente sí,Francia,Un jugador famoso,Descuento directo,Sí,Sí
936,México,Definitivamente sí,Argentina,Historias de aficionados,Sorteo de camisetas,Sí,No
937,México,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de balones,Sí,Sí
938,Francia,Tal vez,Argentina,Una selección nacional,Sorteo de camisetas,Sí,No
939,Portugal,Definitivamente sí,Argentina,Humor,Sorteo de camisetas,Sí,No
940,Inglaterra,Probablemente sí,Estados Unidos,Una selección nacional,Tarjetas coleccionables,Sí,No
941,Argentina,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,Sí
942,Francia,Probablemente sí,Brasil,Una selección nacional,Sorteo de balones,Sí,Sí
943,México,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de viajes,No,Sí
944,Alemania,Definitivamente no,España,Premios y sorteos,Descuento directo,Sí,Sí
945,Argentina,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,Sí
946,Brasil,Definitivamente no,Argentina,Premios y sorteos,Descuento directo,No,Sí
947,México,Probablemente sí,Brasil,Historias de aficionados,Producto gratis,Sí,No
948,España,Tal vez,Portugal,Un jugador famoso,Descuento directo,Sí,No
949,Portugal,Probablemente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
950,Argentina,Definitivamente sí,South Africa,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
951,Francia,Definitivamente sí,México,Historias de aficionados,Producto gratis,Sí,No
952,México,Definitivamente sí,Uruguay,Una selección nacional,Descuento directo,Sí,Sí
953,Brasil,Tal vez,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,No
954,Panamá,Probablemente sí,Congo DR,Historias de aficionados,2x1,Sí,No
955,Francia,Probablemente sí,Brasil,Historias de aficionados,Descuento directo,Sí,No
956,Uruguay,Probablemente sí,Colombia,Una selección nacional,Sorteo de camisetas,Sí,Sí
957,Türkiye,Probablemente sí,Portugal,Un jugador famoso,Sorteo de camisetas,Sí,Sí
958,Portugal,Probablemente sí,Portugal,Un jugador famoso,Producto gratis,No,Sí
959,Estados Unidos,Tal vez,España,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
960,Alemania,Probablemente sí, ALEMANIA ,Un jugador famoso,2x1,Sí,Sí
961,Bélgica,Tal vez,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,No
962,Brasil,Tal vez,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
963,Argentina,Tal vez,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
964,Uruguay,Probablemente sí,Argentina,Humor,Descuento directo,No,Sí
965,Portugal,Probablemente sí,Inglaterra,Humor,Sorteo de camisetas,Sí,Sí
966,México,Definitivamente sí, ESTADOS UNIDOS ,Humor,2x1,Sí,Sí
967,Brasil,Probablemente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,No
968,México,Definitivamente sí,Bosnia y Herzegovina,Un jugador famoso,Sorteo de viajes,Sí,No
969,Irán,Probablemente no,Francia,Un jugador famoso,Descuento directo,No,Sí
970,España,Definitivamente sí,Alemania,Un jugador famoso,Descuento directo,Sí,No
971,México,Probablemente sí,Francia,Humor,Descuento directo,Sí,No
972,Congo DR,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
973,Brasil,Probablemente no,México,Un jugador famoso,Sorteo de camisetas,Sí,No
974,México,Probablemente sí,Francia,Un jugador famoso,Sorteo de camisetas,Sí,No
975,Brasil,Probablemente no,Paraguay,Un jugador famoso,Tarjetas coleccionables,Sí,No
976,Portugal,Probablemente sí,Argentina,Premios y sorteos,Sorteo de balones,Sí,No
977,Argentina,Definitivamente sí,Uruguay,Una selección nacional,Tarjetas coleccionables,Sí,Sí
978,Uruguay,Definitivamente sí,Brasil,Una selección nacional,Descuento directo,No,No
979,Alemania,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
980,Inglaterra,Probablemente no,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,No
981,Argentina,Tal vez,Portugal,Humor,Tarjetas coleccionables,Sí,Sí
982,España,Probablemente sí,Países Bajos,Una selección nacional,Descuento directo,Sí,Sí
983, CANADÁ ,Probablemente sí,Francia,Premios y sorteos,2x1,Sí,Sí
984,México,Definitivamente sí,Inglaterra,Un jugador famoso,Descuento directo,Sí,No
985,Inglaterra,Probablemente sí,Portugal,Humor,Sorteo de camisetas,No,Sí
986,Portugal,Tal vez,Inglaterra,Premios y sorteos,Sorteo de balones,Sí,No
987,Brasil,Probablemente sí,Brasil,Un jugador famoso,Tarjetas coleccionables,Sí,No
988,Uruguay,Probablemente sí,Argentina,Un jugador famoso,Descuento directo,Sí,No
989,Estados Unidos,Definitivamente no,Uruguay,Premios y sorteos,Descuento directo,Sí,No
990,Francia,Tal vez,Portugal,Una selección nacional,Tarjetas coleccionables,No,No
991,Alemania,Tal vez,Argentina,Una selección nacional,Descuento directo,Sí,Sí
992,Brasil,Probablemente sí,Inglaterra,Un jugador famoso,Sorteo de viajes,Sí,No
993,Argentina,Definitivamente sí,Brasil,Humor,Producto gratis,Sí,Sí
994,Argentina,Probablemente sí,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
995,Argentina,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
996,España,Definitivamente sí,Francia,Un jugador famoso,Producto gratis,Sí,Sí
997, ALEMANIA ,Tal vez,Brasil,Historias de aficionados,Sorteo de camisetas,Sí,No
998,Brasil,Probablemente sí,Brasil,Una selección nacional,Producto gratis,Sí,No
999,Inglaterra,Definitivamente sí,México,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1000,Portugal,Definitivamente sí,Estados Unidos,Historias de aficionados,2x1,Sí,No
1001,Francia,Probablemente sí,Canadá,Una selección nacional,Producto gratis,Sí,No
1002,Inglaterra,Tal vez,Inglaterra,Una selección nacional,Producto gratis,Sí,Sí
1003,Alemania,Tal vez,Brasil,Una selección nacional,Descuento directo,Sí,Sí
1004,México,Tal vez,Uruguay,Una selección nacional,Sorteo de camisetas,Sí,Sí
1005,México,Tal vez,Estados Unidos,Una selección nacional,Descuento directo,Sí,No
1006,Estados Unidos,Tal vez,Brasil,Una selección nacional,2x1,Sí,No
1007,Nueva Zelanda,Definitivamente sí,Inglaterra,Premios y sorteos,Producto gratis,Sí,Sí
1008,España,Definitivamente sí,Inglaterra,Un jugador famoso,2x1,Sí,Sí
1009,Brasil,Probablemente no,Francia,Una selección nacional,Sorteo de camisetas,Sí,No
1010,Brasil,Probablemente sí,Argentina,Humor,Tarjetas coleccionables,Sí,Sí
1011,Alemania,Probablemente sí,Brasil,Premios y sorteos,2x1,Sí,Sí
1012,México,Tal vez,España,Una selección nacional,2x1,Sí,No
1013,Argentina,Tal vez,Portugal,Un jugador famoso,Tarjetas coleccionables,Sí,No
1014,México,Definitivamente sí,Francia,Un jugador famoso,Descuento directo,Sí,Sí
1015,Inglaterra,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de balones,Sí,Sí
1016,Brasil,Probablemente sí,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1017,Alemania,Definitivamente sí,México,Historias de aficionados,Descuento directo,Sí,No
1018,Brasil,Tal vez,Colombia,Premios y sorteos,Sorteo de camisetas,Sí,No
1019,Alemania,Definitivamente no,Estados Unidos,Una selección nacional,Producto gratis,No,No
1020, ESPAÑA ,Probablemente sí,Argentina,Humor,Sorteo de balones,Sí,No
1021,Brasil,Tal vez,Argentina,Humor,Sorteo de balones,Sí,Sí
1022,Brasil,Definitivamente sí,México,Un jugador famoso,Tarjetas coleccionables,No,Sí
1023,Canadá,Probablemente sí,Portugal,Un jugador famoso,2x1,Sí,No
1024,México,Tal vez,Francia,Una selección nacional,Sorteo de viajes,Sí,Sí
1025,México,Definitivamente no,México,Una selección nacional,2x1,Sí,Sí
1026,Inglaterra,Tal vez,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
1027,Portugal,Definitivamente sí,Argentina,Historias de aficionados,2x1,Sí,Sí
1028,Argentina,Probablemente no,Argentina,Una selección nacional,2x1,No,Sí
1029,Brasil,Tal vez,Francia,Humor,Sorteo de camisetas,Sí,Sí
1030,México,Probablemente sí,Estados Unidos,Premios y sorteos,Descuento directo,Sí,Sí
1031,Portugal,Definitivamente no,Brasil,Un jugador famoso,2x1,Sí,Sí
1032,Inglaterra,Probablemente sí,España,Historias de aficionados,Descuento directo,Sí,No
1033,Alemania,Probablemente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
1034,Estados Unidos,Definitivamente sí,Francia,Premios y sorteos,Descuento directo,Sí,Sí
1035,Brasil,Probablemente no,Argelia,Premios y sorteos,Tarjetas coleccionables,Sí,No
1036,Argentina,Tal vez,Argentina,Premios y sorteos,2x1,Sí,Sí
1037, ARGENTINA ,Probablemente sí,Brasil,Historias de aficionados,Descuento directo,No,No
1038,Brasil,Tal vez,España,Una selección nacional,Sorteo de camisetas,Sí,No
1039,Brasil,Definitivamente sí,Czechia,Un jugador famoso,Descuento directo,Sí,Sí
1040,Francia,Tal vez,Portugal,Una selección nacional,Descuento directo,Sí,No
1041,Argentina,Tal vez,Jordania,Humor,Producto gratis,Sí,No
1042,Portugal,Probablemente no,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1043,Brasil,Tal vez,España,Una selección nacional,Descuento directo,No,No
1044,Francia,Tal vez,Argentina,Historias de aficionados,2x1,Sí,Sí
1045,Brasil,Probablemente sí,México,Premios y sorteos,2x1,No,Sí
1046,México,Tal vez,Argentina,Historias de aficionados,Sorteo de balones,Sí,No
1047,Brasil,Probablemente no,Brasil,Una selección nacional,Sorteo de balones,Sí,Sí
1048,Francia,Definitivamente no,Portugal,Humor,Producto gratis,Sí,Sí
1049,Francia,Definitivamente no,Brasil,Un jugador famoso,Sorteo de balones,Sí,Sí
1050,Inglaterra,Probablemente sí,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
1051,México,Probablemente sí,México,Humor,2x1,Sí,Sí
1052,Portugal,Tal vez,Brasil,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1053,Argentina,Probablemente sí,Estados Unidos,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1054,Brasil,Definitivamente no,Portugal,Premios y sorteos,Producto gratis,Sí,Sí
1055,Argentina,Definitivamente no,Estados Unidos,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1056,Brasil,Tal vez, INGLATERRA ,Una selección nacional,Descuento directo,Sí,Sí
1057,Portugal,Probablemente no,Brasil,Una selección nacional,Producto gratis,No,Sí
1058,Francia,Probablemente sí,Francia,Una selección nacional,Tarjetas coleccionables,No,Sí
1059,Portugal,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,No
1060,Alemania,Probablemente sí,España,Una selección nacional,Descuento directo,Sí,No
1061,Japón,Probablemente sí,Brasil,Humor,Tarjetas coleccionables,Sí,Sí
1062,México,Tal vez,Brasil,Una selección nacional,Sorteo de viajes,Sí,No
1063,Brasil,Probablemente sí, CROACIA ,Una selección nacional,Descuento directo,No,Sí
1064,Argentina,Probablemente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1065,Francia,Probablemente sí,Argentina,Historias de aficionados,2x1,Sí,Sí
1066,Brasil,Tal vez,España,Humor,Sorteo de camisetas,Sí,No
1067,Argentina,Tal vez,México,Una selección nacional,Sorteo de viajes,Sí,No
1068,Portugal,Definitivamente sí,Brasil,Premios y sorteos,Sorteo de viajes,Sí,Sí
1069,México,Tal vez,Argentina,Un jugador famoso,Producto gratis,Sí,No
1070,Portugal,Tal vez,México,Un jugador famoso,Tarjetas coleccionables,Sí,No
1071,Brasil,Definitivamente sí,Estados Unidos,Una selección nacional,Producto gratis,Sí,Sí
1072,Alemania,Tal vez,Francia,Humor,Tarjetas coleccionables,Sí,No
1073,Portugal,Probablemente sí,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1074,Argentina,Probablemente sí,Inglaterra,Premios y sorteos,Sorteo de balones,Sí,No
1075,Brasil,Definitivamente sí,Brasil,Un jugador famoso,2x1,Sí,No
1076,Brasil,Tal vez,México,Humor,Descuento directo,No,Sí
1077,Brasil,Probablemente sí,Francia,Un jugador famoso,Producto gratis,Sí,Sí
1078, CURAÇAO ,Tal vez,Brasil,Humor,Sorteo de camisetas,Sí,No
1079,México,Probablemente sí,México,Humor,Tarjetas coleccionables,Sí,Sí
1080,México,Definitivamente sí,México,Historias de aficionados,Descuento directo,Sí,No
1081, FRANCIA ,Tal vez,Inglaterra,Premios y sorteos,Sorteo de camisetas,Sí,No
1082,Estados Unidos,Probablemente sí,Francia,Una selección nacional,2x1,Sí,No
1083,Portugal,Tal vez,España,Humor,Descuento directo,No,Sí
1084,España,Tal vez,Estados Unidos,Humor,Descuento directo,Sí,No
1085,Francia,Probablemente no,Portugal,Humor,Tarjetas coleccionables,No,No
1086,Argentina,Probablemente sí,Colombia,Un jugador famoso,Sorteo de camisetas,Sí,No
1087,Francia,Definitivamente no,Estados Unidos,Premios y sorteos,Sorteo de viajes,Sí,Sí
1088,España,Definitivamente sí, PORTUGAL ,Historias de aficionados,2x1,Sí,No
1089,Estados Unidos,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,No
1090,Senegal,Definitivamente sí,España,Humor,Sorteo de viajes,Sí,No
1091,España,Tal vez,México,Premios y sorteos,Descuento directo,No,No
1092,Brasil,Probablemente sí,Francia,Una selección nacional,Sorteo de camisetas,Sí,Sí
1093,España,Tal vez,Inglaterra,Una selección nacional,Producto gratis,Sí,Sí
1094,Escocia,Definitivamente sí,México,Premios y sorteos,Descuento directo,Sí,No
1095,Brasil,Definitivamente sí,No especificado,Un jugador famoso,2x1,Sí,No
1096,España,Probablemente sí,Brasil,Una selección nacional,Sorteo de viajes,Sí,Sí
1097,Argentina,Tal vez,Portugal,Premios y sorteos,2x1,No,Sí
1098,Argentina,Probablemente sí,Brasil,Humor,2x1,Sí,Sí
1099,Curaçao,Definitivamente sí,México,Premios y sorteos,2x1,No,Sí
1100,Inglaterra,Probablemente sí,Jordania,Un jugador famoso,Descuento directo,Sí,No
1101,Portugal,Probablemente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1102,Argentina,Tal vez,Argentina,Una selección nacional,Sorteo de balones,No,Sí
1103,España,Probablemente sí,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1104,México,Definitivamente no,Francia,Una selección nacional,Descuento directo,Sí,No
1105,Canadá,Probablemente sí,España,Humor,Tarjetas coleccionables,Sí,Sí
1106,Argentina,Definitivamente sí,Inglaterra,Humor,Descuento directo,Sí,No
1107,Argentina,Probablemente sí,Brasil,Humor,2x1,Sí,No
1108,Francia,Tal vez,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1109,México,Definitivamente sí,Portugal,Humor,Descuento directo,Sí,Sí
1110,Portugal,Definitivamente sí,Portugal,Historias de aficionados,Producto gratis,Sí,No
1111,Francia,Tal vez,España,Premios y sorteos,Descuento directo,Sí,Sí
1112,Francia,Probablemente sí,Argentina,Premios y sorteos,2x1,Sí,No
1113,Brasil,Tal vez,España,Una selección nacional,Producto gratis,Sí,No
1114,Inglaterra,Probablemente sí,Argentina,Una selección nacional,2x1,No,Sí
1115,Francia,Tal vez,Suiza,Un jugador famoso,Sorteo de camisetas,Sí,No
1116,Portugal,Probablemente sí,Marruecos,Una selección nacional,2x1,Sí,Sí
